         11712202430 function calls (11424169438 primitive calls) in 43014.864 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 transforms.py:1271(_iter_break_from_left_to_right)
        4    0.000    0.000    0.000    0.000 transforms.py:286(x0)
       12    0.000    0.000    0.000    0.000 _internal.py:805(<genexpr>)
        2    0.000    0.000    0.000    0.000 py3k.py:50(asstr)
        8    0.000    0.000    0.000    0.000 inspect.py:1813(_signature_is_builtin)
        6    0.000    0.000    0.000    0.000 linecache.py:37(getlines)
        3    0.000    0.000    0.000    0.000 sre_parse.py:257(getwhile)
        5    0.000    0.000    0.000    0.000 weakref.py:73(__eq__)
        2    0.000    0.000    0.000    0.000 warnings.py:428(__init__)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:41(_relax_case)
        4    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_IsMlirBridgeEnabled}
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_DeviceListType}
       37    0.000    0.000    0.000    0.000 backend_pdf.py:286(__init__)
       27    0.000    0.000    0.000    0.000 _backend_pdf_ps.py:24(flipy)
        8    0.000    0.000    0.000    0.000 save.py:187(<dictcomp>)
        3    0.000    0.000    0.000    0.000 data_adapter.py:1412(unpack_x_y_sample_weight)
        1    0.000    0.000    0.000    0.000 compile_utils.py:370(_create_ordered_metrics)
        8    0.000    0.000    0.000    0.000 compile_utils.py:579(<genexpr>)
        5    0.000    0.000    0.000    0.000 signature_serialization.py:203(__init__)
       20    0.000    0.000    0.000    0.000 save_impl.py:113(<listcomp>)
        4    0.000    0.000    0.000    0.000 optimizer_v2.py:635(<genexpr>)
        4    0.000    0.000    0.000    0.000 functional.py:626(<setcomp>)
        3    0.000    0.000    0.000    0.000 functional.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 util.py:254(expect_partial)
        3    0.000    0.000    0.000    0.000 transpiler.py:279(get_transformed_name)
        3    0.000    0.000    0.000    0.000 naming.py:27(__init__)
        6    0.000    0.000    0.000    0.000 cfg.py:372(begin_statement)
        3    0.000    0.000    0.000    0.000 cfg.py:678(_get_enclosing_except_scopes)
        9    0.000    0.000    0.000    0.000 ast3.py:380(<listcomp>)
        2    0.000    0.000    0.000    0.000 def_function.py:57(__init__)
        3    0.000    0.000    0.000    0.000 dataset_ops.py:4595(<listcomp>)
        8    0.000    0.000    0.000    0.000 math_ops.py:3500(<genexpr>)
       16    0.000    0.000    0.000    0.000 axis.py:1364(<listcomp>)
        8    0.000    0.000    0.000    0.000 _base.py:897(get_axes_locator)
       28    0.000    0.000    0.000    0.000 axis.py:372(<dictcomp>)
       28    0.000    0.000    0.000    0.000 axis.py:383(<dictcomp>)
       12    0.000    0.000    0.000    0.000 figure.py:76(<listcomp>)
        4    0.000    0.000    0.000    0.000 backend_bases.py:1687(is_saving)
        4    0.000    0.000    0.000    0.000 __init__.py:1312(is_interactive)
        2    0.000    0.000    0.000    0.000 __init__.py:2148(_check_getitem)
        2    0.000    0.000    0.000    0.000 _datasource.py:332(__del__)
       15    0.000    0.000    0.000    0.000 _altair.py:25(find_module)
        6    0.000    0.000    0.000    0.000 process.py:35(current_process)
        6    0.000    0.000    0.000    0.000 process.py:146(name)
        3    0.000    0.000    0.000    0.000 tempfile.py:236(_infer_return_type)
        1    0.000    0.000    0.000    0.000 __init__.py:1212(_fixupParents)
        1    0.000    0.000    0.000    0.000 functools.py:196(<listcomp>)
        2    0.000    0.000    0.000    0.000 sre_parse.py:784(_parse_flags)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
       33    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        6    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
       11    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        4    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetRemove}
        4    0.000    0.000    0.000    0.000 tmpq6hruh55.py:7(inner_factory)
        4    0.000    0.000    0.000    0.000 compile_utils.py:37(__init__)
        4    0.000    0.000    0.000    0.000 compile_utils.py:98(<lambda>)
        2    0.000    0.000    0.000    0.000 compile_utils.py:270(_should_broadcast)
        1    0.000    0.000    0.000    0.000 load.py:604(<listcomp>)
       16    0.000    0.000    0.000    0.000 layer_utils.py:107(<listcomp>)
        1    0.000    0.000    0.000    0.000 losses.py:107(_set_name_scope)
        4    0.000    0.000    0.000    0.000 optimizer_v2.py:1246(_distribution_strategy_scope)
        8    0.000    0.000    0.000    0.000 base_layer.py:2442(_handle_activity_regularization)
        7    0.000    0.000    0.000    0.000 functional.py:141(<genexpr>)
       12    0.000    0.000    0.000    0.000 functional.py:255(output)
        6    0.000    0.000    0.000    0.000 cfg.py:381(end_statement)
        3    0.000    0.000    0.000    0.000 cfg.py:567(exit_cond_section)
        4    0.000    0.000    0.000    0.000 call_trees.py:59(__init__)
        7    0.000    0.000    0.000    0.000 call_trees.py:70(add_arg)
        4    0.000    0.000    0.000    0.000 unparser.py:658(<lambda>)
        2    0.000    0.000    0.000    0.000 collective_util.py:50(__init__)
       20    0.000    0.000    0.000    0.000 resource_variable_ops.py:2042(op)
        8    0.000    0.000    0.000    0.000 array_ops.py:1407(<genexpr>)
        3    0.000    0.000    0.000    0.000 type_spec.py:286(_deserialize)
        1    0.000    0.000    0.000    0.000 Experiment.py:123(__init__)
       12    0.000    0.000    0.000    0.000 _base.py:535(get_window_extent)
        2    0.000    0.000    0.000    0.000 figure.py:944(get_dpi)
        2    0.000    0.000    0.000    0.000 figure.py:96(_entry_from_axes)
        6    0.000    0.000    0.000    0.000 widgets.py:34(__init__)
       27    0.000    0.000    0.000    0.000 backend_bases.py:637(flipy)
        4    0.000    0.000    0.000    0.000 backend_bases.py:1236(__init__)
        2    0.000    0.000    0.000    0.000 _pylab_helpers.py:29(get_fig_manager)
        6    0.000    0.000    0.000    0.000 transforms.py:935(minposy)
        2    0.000    0.000    0.000    0.000 transforms.py:400(height)
       22    0.000    0.000    0.000    0.000 fromnumeric.py:2320(_all_dispatcher)
       28    0.000    0.000    0.000    0.000 fromnumeric.py:2838(_prod_dispatcher)
        2    0.000    0.000    0.000    0.000 pathlib.py:282(splitroot)
        3    0.000    0.000    0.000    0.000 inspect.py:502(_is_wrapper)
        2    0.000    0.000    0.000    0.000 contextlib.py:271(__init__)
        7    0.000    0.000    0.000    0.000 enum.py:36(_is_sunder)
        7    0.000    0.000    0.000    0.000 sre_parse.py:167(__setitem__)
       15    0.000    0.000    0.000    0.000 __init__.py:537(__missing__)
        4    0.000    0.000    0.000    0.000 __init__.py:586(update)
        3    0.000    0.000    0.000    0.000 codecs.py:259(__init__)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:669(create_module)
        1    0.000    0.000    0.000    0.000 codecs.py:93(__new__)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:707(find_spec)
        5    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        9    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        3    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 np_arrays.py:60(NdarraySpec)
        1    0.000    0.000    0.000    0.000 compile_utils.py:334(_set_metric_names)
        2    0.000    0.000    0.000    0.000 compile_utils.py:419(<listcomp>)
        1    0.000    0.000    0.000    0.000 signature_serialization.py:237(<lambda>)
       15    0.000    0.000    0.000    0.000 functional.py:905(<lambda>)
        4    0.000    0.000    0.000    0.000 functional.py:1103(add_unprocessed_node)
        6    0.000    0.000    0.000    0.000 load.py:408(_UserObject)
        1    0.000    0.000    0.000    0.000 function_deserialization.py:390(<listcomp>)
        2    0.000    0.000    0.000    0.000 base_layer_utils.py:483(frozen)
        8    0.000    0.000    0.000    0.000 node.py:72(<lambda>)
        4    0.000    0.000    0.000    0.000 tf_utils.py:194(<lambda>)
        6    0.000    0.000    0.000    0.000 functions.py:34(__init__)
        3    0.000    0.000    0.000    0.000 directives.py:50(__init__)
        3    0.000    0.000    0.000    0.000 continue_statements.py:31(__init__)
       18    0.000    0.000    0.000    0.000 unparser.py:55(leave)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:1984(__init__)
        4    0.000    0.000    0.000    0.000 context.py:944(rewriter_bool)
        1    0.000    0.000    0.000    0.000 context.py:1228(<dictcomp>)
        2    0.000    0.000    0.000    0.000 _base.py:2971(set_axis_on)
        4    0.000    0.000    0.000    0.000 _base.py:232(<genexpr>)
        2    0.000    0.000    0.000    0.000 _base.py:242(_setdefaults)
        2    0.000    0.000    0.000    0.000 figure.py:928(get_edgecolor)
        2    0.000    0.000    0.000    0.000 gridspec.py:204(_normalize)
        4    0.000    0.000    0.000    0.000 lines.py:1447(is_dashed)
       12    0.000    0.000    0.000    0.000 transforms.py:1284(depth)
        4    0.000    0.000    0.000    0.000 artist.py:1033(get_zorder)
        8    0.000    0.000    0.000    0.000 artist.py:1201(mouseover)
        6    0.000    0.000    0.000    0.000 __init__.py:51(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:552(__init__)
        3    0.000    0.000    0.000    0.000 tempfile.py:430(gettempdir)
        3    0.000    0.000    0.000    0.000 tempfile.py:565(__init__)
        6    0.000    0.000    0.000    0.000 posixpath.py:135(splitdrive)
        1    0.000    0.000    0.000    0.000 enum.py:65(__init__)
        5    0.000    0.000    0.000    0.000 enum.py:537(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 sre_parse.py:342(_escape)
        3    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       31    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
       10    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_build}
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetAdd}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_DeleteDeviceList}
        2    0.000    0.000    0.000    0.000 backend_pdf.py:508(<dictcomp>)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:2387(PdfPages)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:1273(_write_soft_mask_groups)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:1493(writeImages)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:1533(writeMarkers)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:268(__lt__)
        8    0.000    0.000    0.000    0.000 network_serialization.py:28(object_identifier)
        4    0.000    0.000    0.000    0.000 save_options.py:98(_validate_namespace_whitelist)
        5    0.000    0.000    0.000    0.000 signature_serialization.py:206(_add_signature)
       10    0.000    0.000    0.000    0.000 nested_structure_coder.py:365(do_decode)
        1    0.000    0.000    0.000    0.000 layer_utils.py:168(<listcomp>)
        4    0.000    0.000    0.000    0.000 layer_serialization.py:147(functions_to_serialize)
        4    0.000    0.000    0.000    0.000 saving_utils.py:142(<dictcomp>)
        1    0.000    0.000    0.000    0.000 losses.py:1857(get)
        8    0.000    0.000    0.000    0.000 layer_serialization.py:128(object_identifier)
        1    0.000    0.000    0.000    0.000 base_layer_utils.py:426(__init__)
       10    0.000    0.000    0.000    0.000 node.py:74(<lambda>)
        3    0.000    0.000    0.000    0.000 generic_utils.py:786(default)
        8    0.000    0.000    0.000    0.000 backend.py:166(backend)
        4    0.000    0.000    0.000    0.000 doc_controls.py:105(do_not_doc_inheritable)
        3    0.000    0.000    0.000    0.000 cfg.py:539(enter_cond_section)
        3    0.000    0.000    0.000    0.000 call_trees.py:44(__init__)
        4    0.000    0.000    0.000    0.000 distribute_lib.py:2745(strategy)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:744(__init__)
       15    0.000    0.000    0.000    0.000 layer_utils.py:273(<listcomp>)
        6    0.000    0.000    0.000    0.000 iterator_ops.py:881(value_type)
        2    0.000    0.000    0.000    0.000 math_ops.py:1801(<listcomp>)
        2    0.000    0.000    0.000    0.000 deprecation.py:274(deprecated)
        2    0.000    0.000    0.000    0.000 decorator_utils.py:24(get_qualified_name)
        3    0.000    0.000    0.000    0.000 decorator_utils.py:117(validate_callable)
        8    0.000    0.000    0.000    0.000 _base.py:1202(get_aspect)
        2    0.000    0.000    0.000    0.000 figure.py:1073(fixitems)
        2    0.000    0.000    0.000    0.000 figure.py:2059(add_axobserver)
        2    0.000    0.000    0.000    0.000 __init__.py:19(get_projection_class)
        8    0.000    0.000    0.000    0.000 figure.py:505(get_constrained_layout)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2582(notify_axes_change)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3426(Show)
        4    0.000    0.000    0.000    0.000 backend_bases.py:1679(_idle_draw_cntx)
        2    0.000    0.000    0.000    0.000 gridspec.py:93(set_width_ratios)
